
 ** NVTX Range Summary (nvtx_sum):

+----------+-----------------+-----------+-----------+-----------+----------+----------+-------------+----------+------------------------------------------------------------------------------------------------------+
| Time (%) | Total Time (ns) | Instances | Avg (ns)  | Med (ns)  | Min (ns) | Max (ns) | StdDev (ns) |  Style   |                                                Range                                                 |
|      0.1 |         1380531 |       300 |    4601.8 |    4138.0 |     3637 |    41929 |      2369.7 | PushPop  | myelin-exec:__myl_AddAddMeanSubMulMeanAddSqrtDivMulMulAdd_myl89_0                                    |
|      0.1 |         1361543 |       300 |    4538.5 |    4118.0 |     3878 |    27251 |      1605.9 | PushPop  | TensorRT:PWN(/transformer/layer.1/attention/Mul_1)                                                   |
|      0.1 |         1350690 |       300 |    4502.3 |    3872.5 |     3367 |    83960 |      4731.2 | PushPop  | myelin-exec:__myl_Move_myl68_0                                                                       |
|      0.1 |         1348914 |       300 |    4496.4 |    4077.5 |     3687 |    14246 |      1130.5 | PushPop  | myelin-exec:__myl_AddAddMeanSubMulMeanAddSqrtDivMulMulAdd_myl191_0                                   |
|      0.1 |         1343445 |       300 |    4478.1 |    4157.5 |     3927 |    12453 |       984.3 | PushPop  | TensorRT:PWN(/transformer/layer.0/attention/Add)                                                     |
|      0.1 |         1330070 |       300 |    4433.6 |    3887.0 |     3487 |    43602 |      2706.8 | PushPop  | myelin-exec:__myl_Move_myl136_0                                                                      |
|      0.1 |         1316646 |       300 |    4388.8 |    4068.0 |     3847 |    14827 |       979.8 | PushPop  | TensorRT:PWN(/transformer/layer.3/attention/Mul_1)                                                   |
|      0.1 |         1294308 |       300 |    4314.4 |    4098.0 |     3868 |     8907 |       667.0 | PushPop  | TensorRT:PWN(/transformer/layer.0/attention/Mul_1)                                                   |
|      0.1 |         1271978 |       300 |    4239.9 |    3777.0 |     3366 |    18845 |      1408.2 | PushPop  | myelin-exec:__myl_Move_myl170_0                                                                      |
|      0.1 |         1165251 |       300 |    3884.2 |    3661.5 |     3336 |    12564 |       827.3 | PushPop  | myelin-exec:__myl_Move_myl0_1                                                                        |
|      0.1 |         1133562 |       300 |    3778.5 |    3126.0 |     2905 |   102853 |      5934.8 | PushPop  | myelin-exec:__myl_Move_myl136_1                                                                      |
|      0.1 |         1113698 |       300 |    3712.3 |    3416.5 |     3076 |    14036 |       940.7 | PushPop  | myelin-exec:__myl_CastGathGathAddMeanSubMulMeanAddSqrtDivMulMulAdd_myl0_3                            |
|      0.1 |         1109136 |       300 |    3697.1 |    3396.5 |     3026 |     9528 |       882.4 | PushPop  | myelin-exec:__myl_AddAddMeanSubMulMeanAddSqrtDivMulMulAdd_myl170_2                                   |
|      0.1 |         1080802 |       300 |    3602.7 |    3371.5 |     3075 |     9628 |       692.9 | PushPop  | myelin-exec:__myl_AddAddMeanSubMulMeanAddSqrtDivMulMulAdd_myl34_2                                    |
|      0.1 |         1072818 |       300 |    3576.1 |    3346.0 |     3046 |    13746 |       855.3 | PushPop  | myelin-exec:__myl_ReshCastReplSubCastSele_myl0_2                                                     |
|      0.1 |         1060569 |       300 |    3535.2 |    3316.5 |     3065 |     8155 |       576.4 | PushPop  | myelin-exec:__myl_AddAddMeanSubMulMeanAddSqrtDivMulMulAdd_myl68_2                                    |
|      0.1 |         1041848 |       300 |    3472.8 |    3141.0 |     2935 |    29685 |      1720.4 | PushPop  | myelin-exec:__myl_Move_myl34_1                                                                       |
|      0.1 |         1025147 |       300 |    3417.2 |    3136.0 |     2935 |    19426 |      1165.0 | PushPop  | myelin-exec:__myl_Move_myl170_1                                                                      |
|      0.1 |         1001464 |       300 |    3338.2 |    3126.0 |     2926 |     9308 |       647.5 | PushPop  | myelin-exec:__myl_Move_myl68_1                                                                       |
|      0.1 |          795201 |        13 |   61169.3 |   52318.0 |    31219 |   182572 |     39349.7 | StartEnd | myelin-exec:myelinGraphUnloadPersistent                                                              |
|      0.1 |          778259 |       300 |    2594.2 |    2294.0 |     1653 |    11912 |      1122.0 | PushPop  | TensorRT:Reformatting CopyNode for Input Tensor 0 to /transformer/layer.1/ffn/lin2/MatMul            |
|      0.1 |          711633 |       300 |    2372.1 |     481.0 |      360 |    40987 |      6821.3 | PushPop  | TensorRT:Reformatting CopyNode for Input Tensor 0 to reshape_after_/transformer/layer.5/ffn/lin2/Ma… |
|      0.0 |          332228 |       300 |    1107.4 |     491.0 |      380 |    93695 |      5949.0 | PushPop  | TensorRT:Reformatting CopyNode for Output Tensor 0 to /transformer/layer.4/attention/v_lin/MatMul +… |
|      0.0 |          328429 |       300 |    1094.8 |     451.0 |      320 |    36108 |      4063.6 | PushPop  | TensorRT:reshape_after_/transformer/layer.5/ffn/lin2/MatMul                                          |
|      0.0 |          297321 |       300 |     991.1 |     561.0 |      401 |    32902 |      3284.7 | PushPop  | TensorRT:Reformatting CopyNode for Input Tensor 0 to /transformer/layer.0/attention/out_lin/MatMul   |
|      0.0 |          276604 |       300 |     922.0 |     430.5 |      320 |    86141 |      5660.6 | PushPop  | TensorRT:Reformatting CopyNode for Input Tensor 0 to /transformer/layer.4/ffn/lin2/MatMul            |
|      0.0 |          273681 |       300 |     912.3 |     461.0 |      351 |    97312 |      5708.9 | PushPop  | TensorRT:reshape_before_/transformer/layer.2/attention/v_lin/MatMul                                  |
|      0.0 |          255638 |       300 |     852.1 |     455.5 |      320 |   107401 |      6174.3 | PushPop  | TensorRT:Reformatting CopyNode for Input Tensor 0 to /transformer/layer.5/ffn/lin2/MatMul            |
|      0.0 |          247466 |       300 |     824.9 |     491.0 |      320 |    93285 |      5358.0 | PushPop  | TensorRT:Reformatting CopyNode for Input Tensor 0 to /transformer/layer.4/attention/v_lin/MatMul + … |
|      0.0 |          246639 |       300 |     822.1 |     401.0 |      340 |   111960 |      6439.5 | PushPop  | TensorRT:reshape_before_/transformer/layer.3/ffn/lin2/MatMul                                         |
|      0.0 |          239977 |       300 |     799.9 |     441.0 |      320 |    94246 |      5422.4 | PushPop  | TensorRT:Reformatting CopyNode for Input Tensor 0 to /transformer/layer.0/ffn/lin1/MatMul + /transf… |
|      0.0 |          237077 |       300 |     790.3 |     481.0 |      321 |    78216 |      4496.5 | PushPop  | TensorRT:reshape_after_/transformer/layer.4/attention/out_lin/MatMul                                 |
|      0.0 |          206051 |       300 |     686.8 |     411.0 |      311 |    37510 |      2936.5 | PushPop  | TensorRT:reshape_after_/transformer/layer.2/ffn/lin2/MatMul                                          |
|      0.0 |          200323 |       300 |     667.7 |     511.0 |      320 |    23694 |      1500.9 | PushPop  | TensorRT:Reformatting CopyNode for Input Tensor 0 to /transformer/layer.5/ffn/lin1/MatMul + /transf… |
|      0.0 |          191975 |       300 |     639.9 |     561.0 |      420 |     2264 |       217.1 | PushPop  | TensorRT:Reformatting CopyNode for Input Tensor 0 to /transformer/layer.4/attention/out_lin/MatMul   |
|      0.0 |          188666 |       300 |     628.9 |     451.0 |      320 |    36237 |      2090.8 | PushPop  | TensorRT:Reformatting CopyNode for Input Tensor 0 to /transformer/layer.3/attention/v_lin/MatMul + … |
|      0.0 |          186400 |       300 |     621.3 |     511.0 |      381 |    20038 |      1134.4 | PushPop  | TensorRT:Reformatting CopyNode for Input Tensor 0 to /transformer/layer.3/attention/out_lin/MatMul   |
|      0.0 |          184809 |       300 |     616.0 |     451.0 |      310 |    34164 |      1985.0 | PushPop  | TensorRT:reshape_after_/transformer/layer.0/attention/out_lin/MatMul                                 |
|      0.0 |          181278 |       300 |     604.3 |     471.0 |      370 |    34565 |      1970.8 | PushPop  | TensorRT:reshape_before_/transformer/layer.2/ffn/lin1/MatMul                                         |
|      0.0 |          179757 |       300 |     599.2 |     451.0 |      311 |    24095 |      1411.3 | PushPop  | TensorRT:Reformatting CopyNode for Input Tensor 0 to /transformer/layer.4/ffn/lin1/MatMul + /transf… |
|      0.0 |          179406 |       300 |     598.0 |     500.0 |      400 |    20338 |      1151.2 | PushPop  | TensorRT:reshape_before_/transformer/layer.1/attention/v_lin/MatMul                                  |
|      0.0 |          176612 |       300 |     588.7 |     481.0 |      361 |    19928 |      1129.8 | PushPop  | TensorRT:Reformatting CopyNode for Input Tensor 0 to reshape_after_/transformer/layer.4/attention/o… |
|      0.0 |          175667 |       300 |     585.6 |     541.0 |      391 |     1543 |       165.5 | PushPop  | TensorRT:Reformatting CopyNode for Input Tensor 0 to /transformer/layer.5/attention/out_lin/MatMul   |
|      0.0 |          175517 |       300 |     585.1 |     501.0 |      391 |    15569 |       879.6 | PushPop  | TensorRT:Reformatting CopyNode for Input Tensor 0 to reshape_after_/transformer/layer.1/attention/o… |
|      0.0 |          175461 |       300 |     584.9 |     440.0 |      320 |    20979 |      1241.8 | PushPop  | TensorRT:reshape_after_/transformer/layer.3/attention/out_lin/MatMul                                 |
|      0.0 |          173065 |       300 |     576.9 |     421.0 |      360 |    19937 |      1217.4 | PushPop  | TensorRT:Reformatting CopyNode for Input Tensor 0 to reshape_after_/transformer/layer.2/ffn/lin2/Ma… |
|      0.0 |          172781 |       300 |     575.9 |     471.0 |      360 |    20959 |      1192.9 | PushPop  | TensorRT:reshape_before_/transformer/layer.3/attention/v_lin/MatMul                                  |
|      0.0 |          172303 |       300 |     574.3 |     481.0 |      380 |    10940 |       802.7 | PushPop  | TensorRT:Reformatting CopyNode for Output Tensor 0 to /transformer/layer.5/attention/v_lin/MatMul +… |
|      0.0 |          170012 |       300 |     566.7 |     541.0 |      430 |     1443 |       148.8 | PushPop  | TensorRT:reshape_before_/transformer/layer.0/attention/v_lin/MatMul                                  |
|      0.0 |          166761 |       300 |     555.9 |     431.0 |      310 |    16341 |       994.9 | PushPop  | TensorRT:reshape_after_/transformer/layer.2/attention/out_lin/MatMul                                 |
|      0.0 |          163327 |       300 |     544.4 |     481.0 |      310 |     6493 |       492.8 | PushPop  | TensorRT:reshape_after_/transformer/layer.5/attention/out_lin/MatMul                                 |
|      0.0 |          161376 |       300 |     537.9 |     485.5 |      370 |     2996 |       251.1 | PushPop  | TensorRT:reshape_before_/transformer/layer.1/ffn/lin1/MatMul                                         |
|      0.0 |          161113 |       300 |     537.0 |     501.0 |      381 |     1153 |       132.6 | PushPop  | TensorRT:Reformatting CopyNode for Input Tensor 0 to /transformer/layer.2/attention/out_lin/MatMul   |
|      0.0 |          161088 |       300 |     537.0 |     491.0 |      361 |     1723 |       163.6 | PushPop  | TensorRT:Reformatting CopyNode for Input Tensor 0 to reshape_after_/transformer/layer.5/attention/o… |
|      0.0 |          160790 |       300 |     536.0 |     501.0 |      381 |     1393 |       137.3 | PushPop  | TensorRT:Reformatting CopyNode for Input Tensor 0 to /transformer/layer.1/attention/out_lin/MatMul   |
|      0.0 |          159874 |       300 |     532.9 |     491.0 |      321 |     3276 |       246.3 | PushPop  | TensorRT:Reformatting CopyNode for Input Tensor 0 to /transformer/layer.5/attention/v_lin/MatMul + … |
|      0.0 |          158784 |       300 |     529.3 |     491.0 |      381 |     1994 |       171.9 | PushPop  | TensorRT:reshape_before_/transformer/layer.4/attention/v_lin/MatMul                                  |
|      0.0 |          158320 |       300 |     527.7 |     451.0 |      320 |     6572 |       506.4 | PushPop  | TensorRT:Reformatting CopyNode for Input Tensor 0 to /transformer/layer.1/ffn/lin1/MatMul + /transf… |
|      0.0 |          158304 |       300 |     527.7 |     470.5 |      370 |     6783 |       395.4 | PushPop  | TensorRT:Reformatting CopyNode for Input Tensor 0 to reshape_after_/transformer/layer.4/ffn/lin2/Ma… |
|      0.0 |          157845 |       300 |     526.1 |     441.0 |      360 |     7664 |       542.1 | PushPop  | TensorRT:Reformatting CopyNode for Input Tensor 0 to reshape_after_/transformer/layer.0/ffn/lin2/Ma… |
|      0.0 |          157033 |       300 |     523.4 |     481.0 |      370 |     1002 |       137.0 | PushPop  | TensorRT:reshape_before_/transformer/layer.5/ffn/lin1/MatMul                                         |
|      0.0 |          156572 |       300 |     521.9 |     471.0 |      360 |     1693 |       167.2 | PushPop  | TensorRT:reshape_before_/transformer/layer.4/ffn/lin1/MatMul                                         |
|      0.0 |          156048 |       300 |     520.2 |     431.0 |      310 |    10250 |       586.0 | PushPop  | TensorRT:reshape_after_/transformer/layer.4/ffn/lin2/MatMul                                          |
|      0.0 |          154769 |       300 |     515.9 |     456.0 |      380 |     5551 |       332.5 | PushPop  | TensorRT:Reformatting CopyNode for Output Tensor 0 to /transformer/layer.1/attention/v_lin/MatMul +… |
|      0.0 |          154543 |       300 |     515.1 |     471.0 |      350 |     1593 |       164.3 | PushPop  | TensorRT:reshape_before_/transformer/layer.5/attention/v_lin/MatMul                                  |
|      0.0 |          154203 |       300 |     514.0 |     481.0 |      321 |     1573 |       162.0 | PushPop  | TensorRT:Reformatting CopyNode for Input Tensor 0 to /transformer/layer.1/attention/v_lin/MatMul + … |
|      0.0 |          153967 |       300 |     513.2 |     471.0 |      361 |     2023 |       157.0 | PushPop  | TensorRT:Reformatting CopyNode for Input Tensor 0 to reshape_after_/transformer/layer.0/attention/o… |
|      0.0 |          152692 |       300 |     509.0 |     471.0 |      371 |     1262 |       134.2 | PushPop  | TensorRT:Reformatting CopyNode for Input Tensor 0 to reshape_after_/transformer/layer.5/ffn/lin1/Ma… |
|      0.0 |          152484 |       300 |     508.3 |     441.0 |      340 |     9327 |       530.4 | PushPop  | TensorRT:reshape_before_/transformer/layer.4/ffn/lin2/MatMul                                         |
|      0.0 |          152470 |       300 |     508.2 |     471.0 |      360 |     1202 |       142.4 | PushPop  | TensorRT:Reformatting CopyNode for Input Tensor 0 to reshape_after_/transformer/layer.3/attention/o… |
|      0.0 |          151812 |       300 |     506.0 |     461.0 |      320 |     1333 |       154.8 | PushPop  | TensorRT:Reformatting CopyNode for Input Tensor 0 to /transformer/layer.2/attention/v_lin/MatMul + … |
|      0.0 |          151810 |       300 |     506.0 |     471.0 |      370 |     1213 |       141.8 | PushPop  | TensorRT:reshape_before_/transformer/layer.0/ffn/lin1/MatMul                                         |
|      0.0 |          150717 |       300 |     502.4 |     471.0 |      380 |     1333 |       128.9 | PushPop  | TensorRT:Reformatting CopyNode for Output Tensor 0 to /transformer/layer.0/attention/v_lin/MatMul +… |
|      0.0 |          150356 |       300 |     501.2 |     471.0 |      370 |     1463 |       149.3 | PushPop  | TensorRT:reshape_before_/transformer/layer.3/ffn/lin1/MatMul                                         |
|      0.0 |          150052 |       300 |     500.2 |     411.0 |      311 |    17959 |      1034.7 | PushPop  | TensorRT:reshape_after_/transformer/layer.0/ffn/lin1/MatMul                                          |
|      0.0 |          149966 |       300 |     499.9 |     441.0 |      330 |     7043 |       433.5 | PushPop  | TensorRT:Reformatting CopyNode for Input Tensor 0 to /transformer/layer.3/ffn/lin1/MatMul + /transf… |
|      0.0 |          149585 |       300 |     498.6 |     411.0 |      360 |     6582 |       405.9 | PushPop  | TensorRT:Reformatting CopyNode for Input Tensor 0 to reshape_after_/transformer/layer.3/ffn/lin2/Ma… |
|      0.0 |          149270 |       300 |     497.6 |     431.0 |      311 |    10539 |       597.5 | PushPop  | TensorRT:Reformatting CopyNode for Input Tensor 0 to /transformer/layer.2/ffn/lin1/MatMul + /transf… |
|      0.0 |          148924 |       300 |     496.4 |     435.5 |      320 |     4649 |       322.0 | PushPop  | TensorRT:Reformatting CopyNode for Input Tensor 0 to /transformer/layer.2/ffn/lin2/MatMul            |
|      0.0 |          148816 |       300 |     496.1 |     460.0 |      380 |     1693 |       157.5 | PushPop  | TensorRT:Reformatting CopyNode for Output Tensor 0 to /transformer/layer.3/attention/v_lin/MatMul +… |
|      0.0 |          148450 |       300 |     494.8 |     470.5 |      370 |     1022 |       126.3 | PushPop  | TensorRT:Reformatting CopyNode for Input Tensor 0 to reshape_after_/transformer/layer.2/attention/o… |
|      0.0 |          148422 |       300 |     494.7 |     441.0 |      320 |     5069 |       302.4 | PushPop  | TensorRT:reshape_after_/transformer/layer.1/attention/out_lin/MatMul                                 |
|      0.0 |          147856 |       300 |     492.9 |     391.0 |      341 |    15970 |       903.6 | PushPop  | TensorRT:reshape_before_/transformer/layer.1/ffn/lin2/MatMul                                         |
|      0.0 |          146947 |       300 |     489.8 |     431.0 |      380 |     1092 |       131.1 | PushPop  | TensorRT:Reformatting CopyNode for Output Tensor 0 to /transformer/layer.2/attention/v_lin/MatMul +… |
|      0.0 |          146230 |       300 |     487.4 |     441.0 |      340 |     1593 |       171.2 | PushPop  | TensorRT:reshape_before_/transformer/layer.5/ffn/lin2/MatMul                                         |
|      0.0 |          146180 |       300 |     487.3 |     460.0 |      360 |     5090 |       292.1 | PushPop  | TensorRT:Reformatting CopyNode for Input Tensor 0 to reshape_after_/transformer/layer.1/ffn/lin2/Ma… |
|      0.0 |          145487 |       300 |     485.0 |     455.5 |      350 |     1032 |       132.9 | PushPop  | TensorRT:Reformatting CopyNode for Input Tensor 0 to reshape_after_/transformer/layer.4/ffn/lin1/Ma… |
|      0.0 |          144864 |       300 |     482.9 |     441.0 |      350 |     1213 |       156.9 | PushPop  | TensorRT:Reformatting CopyNode for Input Tensor 0 to reshape_after_/transformer/layer.3/ffn/lin1/Ma… |
|      0.0 |          143567 |       300 |     478.6 |     431.0 |      320 |     1133 |       153.3 | PushPop  | TensorRT:reshape_after_/transformer/layer.5/ffn/lin1/MatMul                                          |
|      0.0 |          143520 |       300 |     478.4 |     441.0 |      320 |     1152 |       136.4 | PushPop  | TensorRT:Reformatting CopyNode for Input Tensor 0 to /transformer/layer.0/attention/v_lin/MatMul + … |
|      0.0 |          141955 |       300 |     473.2 |     401.0 |      351 |     1242 |       141.9 | PushPop  | TensorRT:Reformatting CopyNode for Input Tensor 0 to reshape_after_/transformer/layer.0/ffn/lin1/Ma… |
|      0.0 |          137973 |       300 |     459.9 |     400.5 |      350 |     1322 |       132.7 | PushPop  | TensorRT:Reformatting CopyNode for Input Tensor 0 to reshape_after_/transformer/layer.1/ffn/lin1/Ma… |
|      0.0 |          137665 |       300 |     458.9 |     391.0 |      350 |     3978 |       233.6 | PushPop  | TensorRT:Reformatting CopyNode for Input Tensor 0 to reshape_after_/transformer/layer.2/ffn/lin1/Ma… |
|      0.0 |          137036 |       300 |     456.8 |     401.0 |      351 |     1021 |       125.1 | PushPop  | TensorRT:reshape_before_/transformer/layer.2/ffn/lin2/MatMul                                         |
|      0.0 |          136720 |       300 |     455.7 |     421.0 |      310 |     1062 |       124.7 | PushPop  | TensorRT:reshape_after_/transformer/layer.1/ffn/lin2/MatMul                                          |
|      0.0 |          136675 |       300 |     455.6 |     391.0 |      330 |     1072 |       141.6 | PushPop  | TensorRT:reshape_before_/transformer/layer.0/ffn/lin2/MatMul                                         |
|      0.0 |          136161 |       300 |     453.9 |     421.0 |      320 |     1062 |       136.0 | PushPop  | TensorRT:reshape_after_/transformer/layer.0/ffn/lin2/MatMul                                          |
|      0.0 |          135518 |       300 |     451.7 |     421.0 |      311 |     1634 |       142.8 | PushPop  | TensorRT:reshape_after_/transformer/layer.4/ffn/lin1/MatMul                                          |
|      0.0 |          134738 |       300 |     449.1 |     421.0 |      320 |      992 |       129.3 | PushPop  | TensorRT:reshape_after_/transformer/layer.3/ffn/lin2/MatMul                                          |
|      0.0 |          131993 |       300 |     440.0 |     411.0 |      320 |      942 |       124.6 | PushPop  | TensorRT:Reformatting CopyNode for Input Tensor 0 to /transformer/layer.3/ffn/lin2/MatMul            |
|      0.0 |          130503 |       300 |     435.0 |     411.0 |      310 |     1082 |       125.6 | PushPop  | TensorRT:reshape_after_/transformer/layer.2/ffn/lin1/MatMul                                          |
|      0.0 |          130224 |       300 |     434.1 |     395.5 |      311 |     1984 |       159.0 | PushPop  | TensorRT:reshape_after_/transformer/layer.3/ffn/lin1/MatMul                                          |
|      0.0 |          128982 |       300 |     429.9 |     415.5 |      320 |      992 |       118.2 | PushPop  | TensorRT:Reformatting CopyNode for Input Tensor 0 to /transformer/layer.0/ffn/lin2/MatMul            |
|      0.0 |          126403 |       300 |     421.3 |     401.0 |      310 |     1122 |       113.6 | PushPop  | TensorRT:reshape_after_/transformer/layer.1/ffn/lin1/MatMul                                          |
|      0.0 |           56819 |        13 |    4370.7 |    3086.0 |     2785 |    12955 |      3183.2 | StartEnd | :myelinBinaryGraphCreate                                                                             |
|      0.0 |           10331 |        13 |     794.7 |     531.0 |      331 |     3086 |       770.1 | StartEnd | myelin-exec:myelinGraphResolveShapes                                                                 |
+----------+-----------------+-----------+-----------+-----------+----------+----------+-------------+----------+------------------------------------------------------------------------------------------------------+
